Minute,Protocol,Duration,sPackets,rPackets,Type
1,IPV4-TCP,0.478943,42,30,BAD-MISCONF
1,LLDP,0.000001,1,0,BAD-MISCONF
1,IPV4-TCP,0.492708,32,54,BAD-MISCONF
1,IPV4-TCP,0.488488,20,40,BAD-MISCONF
1,IPV4-TCP,0.479705,40,30,BAD-MISCONF
1,IPV4-UDP,0.000005,3,0,BAD-MISCONF
1,ARP,0.000006,3,0,BAD-MISCONF
1,IPV4-TCP,0.479336,42,30,BAD-MISCONF
1,IPV4-TCP,0.499797,16,34,BAD-MISCONF
1,IPV4-TCP,0.005477,10,20,BAD-MISCONF
1,LLDP,0.001842,4,0,BAD-MISCONF
1,IPV4-TCP,0.499788,18,22,BAD-MISCONF
1,IPV4-TCP,0.004784,10,20,BAD-MISCONF
1,IPV4-TCP,0.478901,42,30,BAD-MISCONF
1,ARP,0.000006,3,0,BAD-MISCONF
1,IPV4-TCP,0.007934,14,30,BAD-MISCONF
1,IPV4-TCP,0.049047,10,14,BAD-MISCONF
1,IPV4-UDP,0.000002,3,0,BAD-MISCONF
1,IPV4-TCP,0.480154,40,30,BAD-MISCONF
1,IPV4-TCP,0.462615,32,56,BAD-MISCONF
1,IPV4-TCP,0.459009,20,40,BAD-MISCONF
1,IPV4-TCP,0.479015,42,30,BAD-MISCONF
1,ARP,0.000005,3,0,BAD-MISCONF
1,LLDP,0.000001,1,0,BAD-MISCONF
1,IPV4-TCP,0.479193,40,30,BAD-MISCONF
1,IPV4-TCP,0.050187,16,30,BAD-MISCONF
1,IPV4-TCP,0.004788,10,20,BAD-MISCONF
1,IPV4-TCP,0.479748,42,30,BAD-MISCONF
1,IPV4-TCP,0.492113,32,60,BAD-MISCONF
1,IPV4-TCP,0.488509,20,34,BAD-MISCONF
1,IPV4-TCP,0.459158,16,34,BAD-MISCONF
1,IPV4-TCP,0.479124,42,30,BAD-MISCONF
1,IPV4-TCP,0.005091,10,20,BAD-MISCONF
1,IPV4-TCP,0.479651,40,30,BAD-MISCONF
1,IPV4-TCP,0.050128,16,28,BAD-MISCONF
1,IPV4-TCP,0.048393,10,14,BAD-MISCONF
1,IPV4-TCP,0.478872,42,30,BAD-MISCONF
1,IPV4-TCP,0.491652,32,60,BAD-MISCONF
1,IPV4-TCP,0.487792,20,40,BAD-MISCONF
1,IPV4-TCP,0.479294,42,30,BAD-MISCONF
1,IPV4-TCP,0.458816,16,34,BAD-MISCONF
1,IPV4-TCP,0.479318,42,30,BAD-MISCONF
1,IPV4-TCP,0.048824,10,14,BAD-MISCONF
1,ARP,0.000005,3,0,BAD-MISCONF
1,IPV4-TCP,0.050213,16,22,BAD-MISCONF
1,IPV4-TCP,0.004739,10,20,BAD-MISCONF
1,IPV4-TCP,0.479062,42,30,BAD-MISCONF
1,IPV4-TCP,0.474993,32,52,BAD-MISCONF
1,IPV4-TCP,0.467986,20,40,BAD-MISCONF
1,ARP,0.000005,3,0,BAD-MISCONF
1,IPV4-TCP,0.479172,42,30,BAD-MISCONF
1,IPV4-TCP,0.458399,16,34,BAD-MISCONF
1,IPV4-TCP,0.478927,42,30,BAD-MISCONF
1,IPV4-TCP,0.04551,10,16,BAD-MISCONF
1,ARP,0.000005,3,0,BAD-MISCONF
1,IPV4-TCP,0.478623,40,30,BAD-MISCONF
1,IPV4-TCP,0.049955,16,22,BAD-MISCONF
1,IPV4-TCP,0.499689,10,22,BAD-MISCONF
1,IPV4-TCP,0.480155,32,24,BAD-MISCONF
1,IPV4-TCP,0.49997,16,34,BAD-MISCONF
1,IPV4-TCP,0.499837,10,20,BAD-MISCONF
1,IPV4-TCP,0.403449,40,26,BAD-MISCONF
1,IPV4-TCP,0.49978,18,22,BAD-MISCONF
1,IPV4-TCP,0.499844,12,16,BAD-MISCONF
1,IPV4-TCP,0.480167,42,30,BAD-MISCONF
1,IPV4-TCP,0.499936,16,32,BAD-MISCONF
1,IPV4-TCP,0.499987,10,20,BAD-MISCONF
1,IPV4-TCP,0.499723,16,24,BAD-MISCONF
1,IPV4-TCP,0.499724,10,22,BAD-MISCONF
1,IPV4-2,0.000001,1,0,BAD-MISCONF
1,IPV4-TCP,0.480053,40,30,BAD-MISCONF
1,IPV4-TCP,0.499899,16,32,BAD-MISCONF
1,IPV4-TCP,0.499599,10,20,BAD-MISCONF
1,IPV4-TCP,0.480116,42,30,BAD-MISCONF
1,IPV4-TCP,0.499967,16,24,BAD-MISCONF
1,IPV4-TCP,0.499784,10,16,BAD-MISCONF
1,IPV4-TCP,0.47943,42,30,BAD-MISCONF
1,IPV4-TCP,0.007083,14,26,BAD-MISCONF
1,IPV4-TCP,0.047319,8,12,BAD-MISCONF
1,ARP,0.000006,3,0,BAD-MISCONF
1,IPV4-TCP,0.479147,42,30,BAD-MISCONF
1,IPV4-TCP,0.459761,32,52,BAD-MISCONF
1,IPV4-TCP,0.497026,20,34,BAD-MISCONF
1,IPV4-TCP,0.47926,42,30,BAD-MISCONF
1,ARP,0.000005,3,0,BAD-MISCONF
1,IPV4-TCP,0.008976,16,32,BAD-MISCONF
1,IPV4-TCP,0.005024,10,20,BAD-MISCONF
1,IPV4-TCP,0.480893,42,30,BAD-MISCONF
1,IPV4-TCP,0.499849,16,24,BAD-MISCONF
1,IPV4-TCP,0.499984,10,22,BAD-MISCONF
1,IPV4-TCP,0.480124,42,30,BAD-MISCONF
1,ARP,0.000005,3,0,BAD-MISCONF
1,IPV4-TCP,0.499874,18,32,BAD-MISCONF
1,IPV4-TCP,0.499977,12,18,BAD-MISCONF
1,IPV4-TCP,0.480309,42,30,BAD-MISCONF
1,IPV4-TCP,0.499846,16,22,BAD-MISCONF
1,IPV4-TCP,0.499824,10,18,BAD-MISCONF
1,IPV4-TCP,0.481657,42,30,BAD-MISCONF
1,IPV4-TCP,0.499919,16,34,BAD-MISCONF
1,IPV4-TCP,0.499578,10,22,BAD-MISCONF
1,IPV4-TCP,0.478903,42,30,BAD-MISCONF
1,IPV4-TCP,0.499887,16,22,BAD-MISCONF
1,IPV4-TCP,0.499941,10,20,BAD-MISCONF
1,IPV4-TCP,0.499867,16,34,BAD-MISCONF
1,IPV4-TCP,0.499692,10,14,BAD-MISCONF
1,IPV4-TCP,0.479254,40,30,BAD-MISCONF
1,IPV4-TCP,0.499534,16,22,BAD-MISCONF
1,IPV4-TCP,0.499813,10,20,BAD-MISCONF
1,IPV4-TCP,0.479734,42,30,BAD-MISCONF
1,IPV4-TCP,0.007157,14,26,BAD-MISCONF
1,IPV4-TCP,0.003379,8,14,BAD-MISCONF
1,IPV4-TCP,0.478389,42,30,BAD-MISCONF
1,IPV4-TCP,0.459918,32,52,BAD-MISCONF
1,IPV4-TCP,0.495273,20,34,BAD-MISCONF
1,ARP,0.000005,3,0,BAD-MISCONF
1,IPV4-TCP,0.479218,42,30,BAD-MISCONF
1,IPV4-TCP,0.47905,40,30,BAD-MISCONF
1,IPV4-TCP,0.049613,16,22,BAD-MISCONF
1,IPV4-TCP,0.005118,10,20,BAD-MISCONF
1,ARP,0.000005,3,0,BAD-MISCONF
1,IPV4-TCP,0.499891,16,34,BAD-MISCONF
1,IPV4-TCP,0.499827,10,22,BAD-MISCONF
1,IPV4-TCP,0.480177,42,30,BAD-MISCONF
1,IPV4-TCP,0.499512,16,28,BAD-MISCONF
1,IPV4-TCP,0.49958,10,14,BAD-MISCONF
1,IPV4-TCP,0.479997,42,30,BAD-MISCONF
1,ARP,0.000004,3,0,BAD-MISCONF
1,IPV4-TCP,0.499807,18,32,BAD-MISCONF
1,IPV4-TCP,0.49979,12,20,BAD-MISCONF
1,IPV4-TCP,0.479462,42,30,BAD-MISCONF
1,IPV4-TCP,0.499875,16,22,BAD-MISCONF
1,IPV4-TCP,0.499835,10,20,BAD-MISCONF
1,IPV4-TCP,0.479855,40,30,BAD-MISCONF
1,IPV4-TCP,0.499715,16,34,BAD-MISCONF
1,IPV4-TCP,0.49974,10,14,BAD-MISCONF
1,IPV4-TCP,0.479166,42,30,BAD-MISCONF
1,IPV4-TCP,0.499924,16,22,BAD-MISCONF
1,IPV4-TCP,0.499888,10,22,BAD-MISCONF
1,IPV4-TCP,0.499825,16,34,BAD-MISCONF
1,IPV4-TCP,0.499811,10,20,BAD-MISCONF
1,IPV4-2,0.000001,1,0,BAD-MISCONF
1,IPV4-TCP,0.47908,42,30,BAD-MISCONF
1,IPV4-TCP,0.047487,14,22,BAD-MISCONF
1,IPV4-TCP,0.046826,8,10,BAD-MISCONF
1,IPV4-TCP,0.479227,42,30,BAD-MISCONF
1,ARP,0.005555,6,0,BAD-MISCONF
1,IPV4-TCP,0.499816,16,34,BAD-MISCONF
1,IPV4-TCP,0.499851,10,22,BAD-MISCONF
1,IPV4-TCP,0.478495,40,30,BAD-MISCONF
1,IPV4-2,0.002536,4,0,BAD-MISCONF
1,IPV4-TCP,0.053062,16,26,Normal
1,IPV4-TCP,0.005386,10,18,Normal
1,IPV4-TCP,0.479673,42,30,Normal
1,ARP,0.000005,3,0,Normal
1,IPV4-TCP,0.493092,32,50,Normal
1,IPV4-TCP,0.489476,20,36,Normal
1,IPV4-TCP,0.478992,40,30,Normal
1,IPV4-TCP,0.457716,16,32,Normal
1,ARP,0.000005,3,0,Normal
1,IPV4-TCP,0.005531,10,20,Normal
1,IPV4-TCP,0.461517,16,34,Normal
1,IPV4-TCP,0.479415,42,30,Normal
1,IPV4-TCP,0.499735,12,18,Normal
1,IPV4-TCP,0.478823,40,30,Normal
1,IPV4-TCP,0.010188,16,32,Normal
1,ARP,0.000005,3,0,Normal
1,IPV4-TCP,0.004839,8,18,Normal
1,IPV4-TCP,0.481649,42,30,Normal
1,IPV4-TCP,0.476,32,52,Normal
1,IPV4-TCP,0.469817,20,40,Normal
1,IPV4-2,0.000001,1,0,Normal
1,IPV4-TCP,0.477531,40,30,Normal
1,IPV4-TCP,0.480582,32,24,Normal
1,IPV4-TCP,0.499983,16,30,Normal
1,IPV4-TCP,0.004926,10,20,Normal
1,IPV4-TCP,0.404359,40,26,Normal
1,IPV4-TCP,0.499983,18,34,Normal
1,IPV4-TCP,0.499746,12,22,Normal
1,LLDP,0.000001,1,0,Normal
1,IPV4-TCP,0.478995,42,30,Normal
1,IPV4-2,0.000001,1,0,Normal
1,IPV4-TCP,0.499965,16,32,Normal
1,IPV4-TCP,0.004197,8,18,Normal
2,IPV4-TCP,0.49962,16,30,Normal
2,IPV4-TCP,0.499756,12,22,Normal
2,IPV4-TCP,0.479679,40,30,Normal
2,IPV4-TCP,0.499765,16,32,Normal
2,IPV4-TCP,0.499867,8,14,Normal
2,IPV4-TCP,0.479249,38,30,Normal
2,LLDP,0.000622,4,0,Normal
2,IPV4-TCP,0.499635,18,32,Normal
2,IPV4-TCP,0.499924,12,20,Normal
2,ARP,0.000005,3,0,Normal
2,IPV4-TCP,0.480312,32,24,Normal
2,IPV4-TCP,0.499869,16,28,Normal
2,IPV4-TCP,0.499892,10,22,Normal
2,IPV4-TCP,0.403598,40,26,Normal
2,IPV4-TCP,0.499832,16,34,Normal
2,IPV4-TCP,0.499819,10,18,Normal
2,ARP,0.000005,3,0,Normal
2,IPV4-TCP,0.479292,42,30,Normal
2,IPV4-TCP,0.006715,12,24,Normal
2,IPV4-TCP,0.046784,8,18,Normal
2,LLDP,0.000001,1,0,Normal
2,IPV4-TCP,0.479192,40,30,Normal
2,IPV4-TCP,0.476488,32,52,Normal
2,IPV4-TCP,0.469874,20,38,Normal
2,ARP,0.000005,3,0,Normal
2,IPV4-TCP,0.479426,42,30,Normal
2,IPV4-2,0.000001,1,0,Normal
2,IPV4-TCP,0.456925,10,22,Normal
2,IPV4-TCP,0.009097,16,32,Normal
2,IPV4-TCP,0.478736,42,30,Normal
2,IPV4-TCP,0.049229,16,28,Normal
2,IPV4-TCP,0.004721,10,20,Normal
2,IPV4-TCP,0.477877,40,30,Normal
2,IPV4-TCP,0.499995,16,34,Normal
2,IPV4-TCP,0.499728,12,26,Normal
2,IPV4-TCP,0.480848,32,24,Normal
2,IPV4-TCP,0.49956,16,28,Normal
2,IPV4-TCP,0.499888,10,18,Normal
2,IPV4-TCP,0.40348,40,26,Normal
2,IPV4-TCP,0.499686,18,32,Normal
2,IPV4-TCP,0.499917,12,22,Normal
2,IPV4-TCP,0.479461,42,30,Normal
2,IPV4-2,0.002598,4,0,Normal
2,IPV4-TCP,0.499121,14,28,Normal
2,IPV4-TCP,0.499943,10,16,Normal
2,IPV4-TCP,0.47919,42,30,Normal
2,IPV4-TCP,0.499525,16,32,Normal
2,IPV4-TCP,0.499908,10,20,Normal
2,ARP,0.000005,3,0,Normal
2,IPV4-TCP,0.479844,42,30,Normal
2,IPV4-TCP,0.499018,16,20,Normal
2,IPV4-TCP,0.499989,10,22,Normal
2,IPV4-TCP,0.008129,16,30,Normal
2,IPV4-TCP,0.002378,6,10,Normal
2,IPV4-TCP,0.478513,42,30,Normal
2,ARP,0.000005,3,0,Normal
2,IPV4-TCP,0.476394,32,56,Normal
2,IPV4-TCP,0.469394,20,34,Normal
2,IPV4-TCP,0.479494,42,30,Normal
2,IPV4-TCP,0.478845,42,30,Normal
2,ARP,0.000005,3,0,Normal
2,IPV4-TCP,0.049099,16,28,Normal
2,IPV4-TCP,0.499878,10,22,Normal
2,IPV4-TCP,0.479629,42,30,Normal
2,IPV4-TCP,0.008759,16,32,Normal
2,IPV4-TCP,0.499883,12,22,Normal
2,IPV4-2,0.000001,1,0,Normal
2,IPV4-TCP,0.47962,42,30,Normal
2,IPV4-TCP,0.499836,16,22,Normal
2,IPV4-TCP,0.499921,10,12,Normal
2,IPV4-TCP,0.499886,18,32,Normal
2,IPV4-TCP,0.499993,10,22,Normal
2,IPV4-TCP,0.480046,40,30,Normal
2,IPV4-TCP,0.499647,16,20,BAD-SSH
2,IPV4-TCP,0.5,10,22,BAD-SSH
2,IPV4-TCP,0.47866,42,30,BAD-SSH
2,ARP,0.049954,6,0,BAD-SSH
2,ARP,0.000001,0,1,BAD-SSH
2,IPV4-TCP,0.458677,28,31,BAD-SSH
2,IPV4-TCP,0.499784,16,34,BAD-SSH
2,IPV4-TCP,0.499566,10,20,BAD-SSH
2,IPV4-TCP,0.478751,42,30,BAD-SSH
2,IPV4-TCP,0.344517,12,13,BAD-SSH
2,IPV4-TCP,0.499828,16,32,BAD-SSH
2,IPV4-TCP,0.499515,10,20,BAD-SSH
2,IPV4-TCP,0.478907,42,30,BAD-SSH
2,IPV4-TCP,0.43777,12,12,BAD-SSH
2,IPV4-TCP,0.4995,16,20,BAD-SSH
2,IPV4-TCP,0.499809,10,20,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.4794,42,30,BAD-SSH
2,IPV4-TCP,0.007497,14,28,BAD-SSH
2,IPV4-TCP,0.045852,8,14,BAD-SSH
2,IPV4-TCP,0.389171,12,12,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.475758,32,56,BAD-SSH
2,IPV4-TCP,0.469358,20,40,BAD-SSH
2,IPV4-TCP,0.478063,40,30,BAD-SSH
2,IPV4-TCP,0.49069,18,19,BAD-SSH
2,ARP,0.000003,3,0,BAD-SSH
2,IPV4-TCP,0.480668,32,24,BAD-SSH
2,IPV4-TCP,0.482987,26,28,BAD-SSH
2,IPV4-TCP,0.49989,16,22,BAD-SSH
2,IPV4-TCP,0.499788,12,22,BAD-SSH
2,IPV4-TCP,0.404215,40,26,BAD-SSH
2,ARP,0.000006,3,0,BAD-SSH
2,IPV4-TCP,0.428011,9,9,BAD-SSH
2,IPV4-TCP,0.499365,16,32,BAD-SSH
2,IPV4-TCP,0.499606,8,20,BAD-SSH
2,IPV4-TCP,0.479123,42,30,BAD-SSH
2,IPV4-TCP,0.479703,12,12,BAD-SSH
2,IPV4-TCP,0.499721,18,20,BAD-SSH
2,IPV4-TCP,0.499677,12,20,BAD-SSH
2,IPV4-TCP,0.478189,40,30,BAD-SSH
2,IPV4-TCP,0.49973,16,32,BAD-SSH
2,IPV4-TCP,0.499635,10,20,BAD-SSH
2,IPV4-TCP,0.345404,9,9,BAD-SSH
2,IPV4-TCP,0.480919,32,24,BAD-SSH
2,IPV4-TCP,0.49961,16,20,BAD-SSH
2,IPV4-TCP,0.499819,8,20,BAD-SSH
2,IPV4-TCP,0.396245,23,25,BAD-SSH
2,IPV4-TCP,0.403883,40,26,BAD-SSH
2,IPV4-TCP,0.499815,16,32,BAD-SSH
2,IPV4-TCP,0.499895,12,20,BAD-SSH
2,IPV4-TCP,0.341661,21,22,BAD-SSH
2,IPV4-TCP,0.478281,40,30,BAD-SSH
2,IPV4-TCP,0.499696,16,22,BAD-SSH
2,IPV4-TCP,0.499979,10,22,BAD-SSH
2,IPV4-TCP,0.443077,19,19,BAD-SSH
2,IPV4-2,0.002388,4,0,BAD-SSH
2,IPV4-TCP,0.481164,32,24,BAD-SSH
2,IPV4-TCP,0.499805,16,30,BAD-SSH
2,IPV4-TCP,0.499812,10,20,BAD-SSH
2,IPV4-UDP,0.000004,3,0,BAD-SSH
2,IPV4-TCP,0.403444,40,26,BAD-SSH
2,IPV4-TCP,0.051316,14,18,BAD-SSH
2,IPV4-TCP,0.00372,8,16,BAD-SSH
2,IPV4-TCP,0.2718,12,12,BAD-SSH
2,IPV4-TCP,0.47998,42,30,BAD-SSH
2,IPV4-TCP,0.475906,32,50,BAD-SSH
2,IPV4-TCP,0.469648,20,40,BAD-SSH
2,ARP,0.000004,3,0,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.436459,20,22,BAD-SSH
2,IPV4-TCP,0.455688,16,34,BAD-SSH
2,IPV4-TCP,0.479225,42,30,BAD-SSH
2,IPV4-TCP,0.047833,10,20,BAD-SSH
2,IPV4-TCP,0.264032,21,23,BAD-SSH
2,ARP,0.000003,3,0,BAD-SSH
2,IPV4-TCP,0.478915,42,30,BAD-SSH
2,IPV4-TCP,0.499837,16,22,BAD-SSH
2,IPV4-TCP,0.499946,10,22,BAD-SSH
2,IPV4-TCP,0.323054,12,12,BAD-SSH
2,IPV4-TCP,0.479151,40,30,BAD-SSH
2,IPV4-TCP,0.499578,16,32,BAD-SSH
2,IPV4-TCP,0.00454,10,18,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.468404,15,15,BAD-SSH
2,IPV4-TCP,0.478363,40,30,BAD-SSH
2,IPV4-TCP,0.4997,18,26,BAD-SSH
2,IPV4-TCP,0.499958,10,22,BAD-SSH
2,IPV4-TCP,0.469161,17,18,BAD-SSH
2,IPV4-TCP,0.480487,32,24,BAD-SSH
2,IPV4-TCP,0.499984,16,32,BAD-SSH
2,IPV4-TCP,0.499818,12,20,BAD-SSH
2,IPV4-TCP,0.394835,18,18,BAD-SSH
2,IPV4-TCP,0.403134,38,26,BAD-SSH
2,IPV4-TCP,0.499656,16,22,BAD-SSH
2,IPV4-TCP,0.49998,10,22,BAD-SSH
2,IPV4-TCP,0.479396,8,10,BAD-SSH
2,IPV4-TCP,0.479461,42,30,BAD-SSH
2,IPV4-TCP,0.499738,16,32,BAD-SSH
2,IPV4-TCP,0.49987,10,22,BAD-SSH
2,IPV4-TCP,0.260014,17,17,BAD-SSH
2,IPV4-TCP,0.499641,16,22,BAD-SSH
2,IPV4-TCP,0.499923,12,22,BAD-SSH
2,IPV4-TCP,0.479,42,30,BAD-SSH
2,IPV4-TCP,0.006525,14,26,BAD-SSH
2,IPV4-TCP,0.002864,6,12,BAD-SSH
2,IPV4-TCP,0.436648,12,12,BAD-SSH
2,IPV4-TCP,0.479706,42,30,BAD-SSH
2,IPV4-TCP,0.052324,16,26,BAD-SSH
2,IPV4-TCP,0.049867,10,16,BAD-SSH
2,IPV4-TCP,0.465292,18,21,BAD-SSH
2,IPV4-TCP,0.479052,42,30,BAD-SSH
2,IPV4-TCP,0.475746,32,50,BAD-SSH
2,IPV4-TCP,0.469836,20,40,BAD-SSH
2,IPV4-TCP,0.495688,16,15,BAD-SSH
2,ARP,0.000002,3,0,BAD-SSH
2,IPV4-TCP,0.478589,42,30,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.456079,16,34,BAD-SSH
2,IPV4-TCP,0.47707,13,14,BAD-SSH
2,IPV4-TCP,0.478689,40,30,BAD-SSH
2,IPV4-TCP,0.047722,10,20,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.425871,21,21,BAD-SSH
2,IPV4-TCP,0.05235,16,26,BAD-SSH
2,IPV4-TCP,0.004776,10,20,BAD-SSH
2,IPV4-TCP,0.478533,40,30,BAD-SSH
2,IPV4-TCP,0.453404,9,9,BAD-SSH
2,IPV4-TCP,0.009086,16,32,BAD-SSH
2,IPV4-TCP,0.499781,10,22,BAD-SSH
2,IPV4-TCP,0.479356,42,30,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.499916,16,22,BAD-SSH
2,IPV4-TCP,0.499708,12,20,BAD-SSH
2,IPV4-TCP,0.488719,26,28,BAD-SSH
2,IPV4-TCP,0.478271,40,30,BAD-SSH
2,IPV4-TCP,0.49952,16,32,BAD-SSH
2,IPV4-TCP,0.499987,10,20,BAD-SSH
2,IPV4-TCP,0.471754,20,22,BAD-SSH
2,IPV4-TCP,0.480856,32,24,BAD-SSH
2,IPV4-TCP,0.5,18,22,BAD-SSH
2,IPV4-TCP,0.499715,10,24,BAD-SSH
2,IPV4-TCP,0.494014,14,13,BAD-SSH
2,IPV4-TCP,0.403807,40,26,BAD-SSH
2,LLDP,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.499738,16,30,BAD-SSH
2,IPV4-TCP,0.499791,10,20,BAD-SSH
2,IPV4-TCP,0.479412,42,30,BAD-SSH
2,IPV4-TCP,0.477182,12,12,BAD-SSH
2,IPV4-TCP,0.499665,16,28,BAD-SSH
2,IPV4-TCP,0.499937,12,20,BAD-SSH
2,IPV4-2,0.002446,4,0,BAD-SSH
2,IPV4-TCP,0.478355,42,30,BAD-SSH
2,IPV4-TCP,0.00712,14,28,BAD-SSH
2,IPV4-TCP,0.00328,6,14,BAD-SSH
2,IPV4-TCP,0.499044,19,20,BAD-SSH
2,LLDP,0.001004,4,0,BAD-SSH
2,IPV4-TCP,0.476466,32,56,BAD-SSH
2,IPV4-TCP,0.469729,20,36,BAD-SSH
2,IPV4-TCP,0.478451,42,30,BAD-SSH
2,IPV4-TCP,0.478767,19,21,BAD-SSH
2,IPV4-TCP,0.457914,10,22,BAD-SSH
2,IPV4-UDP,0.000001,3,0,BAD-SSH
2,IPV4-TCP,0.47924,42,30,BAD-SSH
2,ARP,0.000006,3,0,BAD-SSH
2,IPV4-TCP,0.183146,12,13,BAD-SSH
2,IPV4-TCP,0.052306,16,20,BAD-SSH
2,IPV4-TCP,0.479467,42,30,BAD-SSH
2,IPV4-TCP,0.49999,16,34,BAD-SSH
2,IPV4-TCP,0.499946,10,22,BAD-SSH
2,IPV4-TCP,0.220353,12,12,BAD-SSH
2,LLDP,0.000001,1,0,BAD-SSH
2,ARP,0.000004,3,0,BAD-SSH
2,IPV4-TCP,0.47803,42,30,BAD-SSH
2,IPV4-TCP,0.499875,18,20,BAD-SSH
2,IPV4-TCP,0.499613,10,20,BAD-SSH
2,IPV4-TCP,0.452582,19,20,BAD-SSH
2,IPV4-TCP,0.479083,42,30,BAD-SSH
2,IPV4-TCP,0.49982,16,32,BAD-SSH
2,IPV4-TCP,0.499799,12,20,BAD-SSH
2,IPV4-TCP,0.487828,28,31,BAD-SSH
2,ARP,0.000004,3,0,BAD-SSH
2,IPV4-UDP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.499977,16,22,BAD-SSH
2,IPV4-TCP,0.499915,10,20,BAD-SSH
2,IPV4-TCP,0.479362,42,30,BAD-SSH
2,IPV4-TCP,0.453784,10,9,BAD-SSH
2,IPV4-TCP,0.499736,16,32,BAD-SSH
2,IPV4-TCP,0.499808,10,18,BAD-SSH
2,IPV4-TCP,0.479088,42,30,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.499934,16,22,BAD-SSH
2,IPV4-TCP,0.499853,10,20,BAD-SSH
2,IPV4-TCP,0.441482,12,12,BAD-SSH
2,IPV4-TCP,0.478458,42,30,BAD-SSH
2,IPV4-TCP,0.499957,18,32,BAD-SSH
2,IPV4-TCP,0.49991,10,22,BAD-SSH
2,IPV4-TCP,0.455546,12,12,BAD-SSH
2,IPV4-TCP,0.479705,40,30,BAD-SSH
2,IPV4-TCP,0.006769,12,26,BAD-SSH
2,IPV4-TCP,0.045748,8,14,BAD-SSH
2,IPV4-UDP,0.000002,3,0,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.444831,15,17,BAD-SSH
2,IPV4-TCP,0.477957,40,30,BAD-SSH
2,IPV4-TCP,0.479242,32,56,BAD-SSH
2,IPV4-TCP,0.476061,20,40,BAD-SSH
2,IPV4-TCP,0.366549,26,28,BAD-SSH
2,IPV4-TCP,0.480638,32,24,BAD-SSH
2,IPV4-TCP,0.382078,9,9,BAD-SSH
2,IPV4-TCP,0.051889,16,20,BAD-SSH
2,IPV4-TCP,0.004921,10,20,BAD-SSH
2,IPV4-TCP,0.404075,40,26,BAD-SSH
2,ARP,0.000006,3,0,BAD-SSH
2,IPV4-TCP,0.499725,16,34,BAD-SSH
2,IPV4-TCP,0.499858,12,20,BAD-SSH
2,IPV4-TCP,0.479573,40,30,BAD-SSH
2,IPV4-TCP,0.332345,9,9,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.499475,16,32,BAD-SSH
2,IPV4-TCP,0.499748,10,22,BAD-SSH
2,IPV4-TCP,0.41349,6,6,BAD-SSH
2,IPV4-TCP,0.479617,42,30,BAD-SSH
2,IPV4-TCP,0.499977,18,26,BAD-SSH
2,IPV4-TCP,0.499826,10,20,BAD-SSH
2,ARP,0.000005,3,0,BAD-SSH
2,IPV4-TCP,0.479126,42,30,BAD-SSH
2,IPV4-TCP,0.472591,12,13,BAD-SSH
2,IPV4-TCP,0.499815,16,32,BAD-SSH
2,IPV4-TCP,0.499897,10,20,BAD-SSH
2,IPV4-TCP,0.462584,20,21,BAD-SSH
2,IPV4-TCP,0.478466,42,30,BAD-SSH
2,IPV4-TCP,0.499865,16,34,BAD-SSH
2,IPV4-TCP,0.499982,10,20,BAD-SSH
2,ARP,0.000019,3,0,BAD-SSH
2,IPV4-TCP,0.478754,42,30,BAD-SSH
2,IPV4-TCP,0.499835,16,26,BAD-SSH
2,IPV4-TCP,0.499845,10,20,BAD-SSH
2,IPV4-TCP,0.001958,3,3,BAD-SSH
2,IPV4-TCP,0.49982,16,34,BAD-SSH
2,IPV4-TCP,0.499713,10,20,BAD-SSH
2,IPV4-TCP,0.479567,42,30,BAD-SSH
2,IPV4-TCP,0.43582,6,6,BAD-SSH
2,IPV4-TCP,0.049934,14,20,BAD-SSH
2,IPV4-TCP,0.00349,8,14,BAD-SSH
2,IPV4-TCP,0.479143,42,30,BAD-SSH
2,IPV4-TCP,0.474609,32,56,BAD-SSH
2,IPV4-TCP,0.468162,20,36,BAD-SSH
2,IPV4-TCP,0.478768,38,30,BAD-SSH
2,IPV4-TCP,0.49964,10,11,BAD-SSH
2,IPV4-2,0.002251,4,0,BAD-SSH
2,IPV4-TCP,0.456799,16,34,BAD-SSH
2,IPV4-TCP,0.45783,10,22,BAD-SSH
2,IPV4-2,0.000001,1,0,BAD-SSH
2,IPV4-TCP,0.480595,32,24,BAD-SSH
